province,type,name,about,priorities,website,phone,email,address,parent_ministry,minister_name,minister_phone,minister_email,minister_url,minister_photo_url,twitter,facebook,youtube,instagram
BC,Agency / Organization,Public Service,Members of the public service are the politically impartial government employees who are responsible for carrying out the day-to-day activities of government and for delivering public services to the citizens of B.C.,,https://www2.gov.bc.ca/gov/content/governments/organizational-structure/public-service,,,,,,,,,,,,,
BC,Agency / Organization,Financial disclosure,"The intent of the Financial Disclosure Act is to identify what areas of influence and possible financial benefit an elected official, nominee or designated employee might have by virtue of their office, and to ensure the public has reasonable access to the information.",,https://www2.gov.bc.ca/gov/content/governments/organizational-structure/financial-disclosure,,,,,,,,,,,,,
BC,Agency / Organization,Driving and transportation,"Cold temperatures, slippery roads, and reduced visibility challenge even the most experienced drivers. Learn winter driving safety tips.",,https://www2.gov.bc.ca/gov/content/transportation,,,,,,,,,,,,,
BC,Agency / Organization,B.C. Ministry Service Plans,"In a world of uncertainty, Budget 2026 makes careful choices to protect what matters most and secure B.C.'s future.",,https://www.bcbudget.gov.bc.ca/2026/ministryserviceplans/,,,,,,,,,,,,,
BC,Agency / Organization,Crown Agency Service Plans,"In a world of uncertainty, Budget 2026 makes careful choices to protect what matters most and secure B.C.'s future.",,https://www.bcbudget.gov.bc.ca/2026/crownserviceplans/,,,,,,,,,,,,,
BC,Agency / Organization,Health,Find health care near you and learn how to apply for financial aid for medical-related travel.,,https://www2.gov.bc.ca/gov/content/health,,,,,,,,,,,,,
BC,Agency / Organization,"Farming, natural resources and industry","Explore B.C.’s agriculture and seafood sectors. Find funding programs and resources for farms, businesses and agri-tech.",,https://www2.gov.bc.ca/gov/content/industry,,,,,,,,,,,,,
BC,Agency / Organization,Ministry Annual Service Plan Reports,,,https://www.bcbudget.gov.bc.ca/Annual_Reports/2024_2025/default.htm,,,,,,,,,,,,,
BC,Agency / Organization,Family and social supports,"Find support services for children, caregivers, parents and guardians. Access specialized resources to help your family.",,https://www2.gov.bc.ca/gov/content/family-social-supports,,,,,,,,,,,,,
BC,Agency / Organization,Professional Credential Recognition,Many jobs in British Columbia are regulated.This means you need a certificate or license from a professional regulatory authorityto work in that occupation.,,https://www2.gov.bc.ca/gov/content/governments/organizational-structure/ministries-organizations/regulatory-authorities,,,,,,,,,,,,,
BC,Agency / Organization,BC Gov News,"Expanding access to advanced, specialized care for people throughout B.C.",,http://news.gov.bc.ca,,,,,,,,,,,,,
BC,Agency / Organization,Accessibility,We are committed to making gov.bc.ca accessible and inclusive. Our goal is to meetLevel AA of the Web Content Accessibility Guidelines (WCAG).,,https://www2.gov.bc.ca/gov/content/home/accessible-government,,WebStandards@gov.bc.ca,,,,,,,,,,,
BC,Agency / Organization,About gov.bc.ca,"Gov.bc.ca provides clear, easy, and secure access to public information and services for people in British Columbia.",,https://www2.gov.bc.ca/gov/content/about-gov-bc-ca,,,,,,,,,,,,,
BC,Agency / Organization,Privacy,"The British Columbia (B.C.) government is committed to protecting your privacy. The B.C. Government collects, uses and discloses your personal information in accordance with theFreedom of Information and Protection of Privacy Act(FOIPPA)and other applicable legislation. ‘Personal information’ is defined broadly in the Freedom of Information and Protection of Privacy Act as recorded information about an identifiable individual, other than contact information, which is the information used to contact a person at a place of business. The purpose of this privacy statement is to inform you of the personal information that may be collected from you when visiting a B.C. government website and how that information may be used.",,https://www2.gov.bc.ca/gov/content/home/privacy,(250) 356-1851,Privacy.Helpline@gov.bc.ca,,,,,,,,,,,
BC,Agency / Organization,Disclaimer,"This information is provided as a public service by the Government of British Columbia, Box 9411, Victoria, British Columbia, Canada V8W 9V1.",,https://www2.gov.bc.ca/gov/content/home/disclaimer,,,,,,,,,,,,,
BC,Agency / Organization,Copyright,"The following policy governs the operation and management of the government's main website and all websites of ministries, and agencies reporting to ministries.",,https://www2.gov.bc.ca/gov/content/home/copyright,,QPIPPCopyright@gov.bc.ca,,,,,,,,,,,
BC,Agency / Organization,Province of B.C. Strategic Plan (PDF 493KB),,,https://www.bcbudget.gov.bc.ca/2026/pdf/2026_Strategic_Plan.pdf,4555710818,,,,,,,,,,,,
BC,Agency / Organization,See list of,,,https://www.fin.gov.bc.ca/apps/appointments/currentboards.asp,,,,,,,,,,,,,
BC,Ministry,agencies,"In addition to ministries and Crown corporations, there are a number of independent or partially independent agencies, boards and commissions that are essential to the effective governance of the province.",,https://www2.gov.bc.ca/gov/content/governments/organizational-structure/ministries-organizations/central-government-agencies,,,,,,1-800-663-7867,,https://www2.gov.bc.ca/gov/content/home/get-help-with-government-services,,,,,
BC,Ministry,Crown corporations,"Crown corporations are public sector organizations established and funded by the B.C. government to provide specialized goods and services to citizens. They operate at varying levels of government control and report on their planning, governance and accountabilities.",,https://www2.gov.bc.ca/gov/content/governments/organizational-structure/ministries-organizations/crown-corporations,,ABC@gov.bc.ca,,,,1-800-663-7867,,https://www2.gov.bc.ca/gov/content/home/get-help-with-government-services,,,,,
FED,Ministry / Department,Agriculture and Agri-Food Canada,Agriculture and Agri-Food Canada supports the Canadian agriculture and agri-food sector through initiatives that promote innovation and competitiveness.,,https://agriculture.canada.ca/en,,,,,"The Honourable Heath MacDonald, MP",mailto:aafc.minister-ministre.aac@agr.gc.ca,,https://www.canada.ca/en/government/ministers/heath-macdonald.html,https://www.canada.ca/etc/designs/canada/wet-boew/assets/sig-blk-en.svg,https://twitter.com/AAFC_Canada,https://www.facebook.com/CanadianAgriculture/,https://www.youtube.com/user/AgricultureCanadaEng,https://www.instagram.com/cdn_agriculture/
FED,Ministry / Department,Canadian Heritage,"The Department of Canadian Heritage and its Portfolio organizations play a vital role in the cultural, civic and economic life of Canadians. Our policies and programs promote an environment where Canadians can experience dynamic cultural expressions, celebrate our history and heritage and build strong communities. The Department invests in the future by supporting the arts, our official and Indigenous languages, multiculturalism and our athletes and the sport system.",,https://www.canada.ca/en/canadian-heritage.html,,,,,The Honourable Steven Guilbeault,,,,https://www.canada.ca/content/dam/pch/images/ministers/steven-guilbeault.jpg,,https://www.facebook.com/CdnHeritage,https://www.youtube.com/c/CdnHeritage,https://www.instagram.com/cdn.heritage/
FED,Ministry / Department,Crown-Indigenous Relations and Northern Affairs Canada,"Crown-Indigenous Relations and Northern Affairs Canada (CIRNAC) continues to renew the nation-to-nation, Inuit-Crown, government-to-government relationship between Canada and First Nations, Inuit and Métis; modernize Government of Canada structures to enable Indigenous peoples to build capacity and support their vision of self-determination and lead the Government of Canada's work in the North.",,https://www.canada.ca/en/crown-indigenous-relations-northern-affairs.html,,,,,"The Honourable Rebecca Alty, MP",,,https://www.canada.ca/en/government/ministers/rebecca-alty.html,https://www.canada.ca/etc/designs/canada/wet-boew/assets/sig-blk-en.svg,https://twitter.com/GCIndigenous,https://www.facebook.com/GCIndigenous,https://www.youtube.com/GCIndigenous,https://www.instagram.com/gcindigenous/
FED,Ministry / Department,Employment and Social Development Canada,Employment  and Social Development Canada (ESDC) works to improve the standard of living  and quality of life for all Canadians. We do this by promoting a labour force  that is highly skilled. We also promote an efficient and inclusive labour  market.,,https://www.canada.ca/en/employment-social-development.html,,,,,"The Honourable Patty Hajdu, MP",,,https://www.canada.ca/en/government/ministers/patty-hajdu.html,https://www.canada.ca/etc/designs/canada/wet-boew/assets/sig-blk-en.svg,https://twitter.com/ESDC_GC,https://www.facebook.com/ESDC.GC/,https://www.youtube.com/user/HRSDCanada,https://www.instagram.com/esdc.gc/
FED,Ministry / Department,Environment and Climate Change Canada,"Environment Canada is committed to protecting the environment, conserving the country’s natural heritage, and providing weather and meteorological information to keep Canadians informed and safe.",,https://www.canada.ca/en/environment-climate-change.html,,,,,"The Honourable Julie Dabrusin, MP",,,https://www.canada.ca/en/government/ministers/julie-dabrusin.html,https://www.canada.ca/etc/designs/canada/wet-boew/assets/sig-blk-en.svg,https://twitter.com/environmentca,https://www.facebook.com/EnvironmentandClimateChange,https://www.youtube.com/user/environmentcan,https://www.instagram.com/canenvironment/
FED,Ministry / Department,Department of Finance Canada,"The Department of Finance Canada helps the Government of Canada develop and implement strong and sustainable economic, fiscal, tax, social, security, international and financial sector policies and programs.",,https://www.canada.ca/en/department-finance.html,,,,,"The Honourable François-Philippe Champagne, MP",,,https://www.canada.ca/en/government/ministers/francois-philippe-champagne.html,https://www.canada.ca/etc/designs/canada/wet-boew/assets/sig-blk-en.svg,,https://www.facebook.com/FinanceCanada,,
FED,Ministry / Department,Fisheries and Oceans Canada,"We are a federal institution, responsible for safeguarding our waters and managing Canada's fisheries and oceans resources.",,https://www.dfo-mpo.gc.ca/index-eng.html,,,,,The Honourable Joanne Thompson,,,,https://www.dfo-mpo.gc.ca/images/home-accueil/joanne-thompson-200x250.jpg,,https://www.facebook.com/FisheriesOceansCanada,https://www.youtube.com/user/fisheriescanada,https://www.instagram.com/FisheriesOceansCAN/
FED,Ministry / Department,Global Affairs Canada,"We define, shape and advance Canada’s interests and values in a complex global environment. We manage diplomatic relations, promote international trade and provide consular assistance. We lead international development, humanitarian, and peace and security assistance efforts. We also contribute to national security and the development of international law.",,https://international.canada.ca/en/global-affairs,,,,,"The Honourable Anita Anand, MP",,,https://www.canada.ca/en/government/ministers/anita-anand.html,https://www.canada.ca/etc/designs/canada/wet-boew/assets/sig-blk-en.svg,,https://www.facebook.com/CanadaAndTheWorld,https://www.youtube.com/channel/UCIVMBvs03h74NSdQMH31jKA,https://www.instagram.com/global.affairs.canada/?ref=vc.ru
FED,Ministry / Department,Health Canada,"Health Canada is responsible for helping Canadians maintain and improve their health. It ensures that high-quality health services are accessible, and works to reduce health risks.",,https://www.canada.ca/en/health-canada.html,,,,,The Honourable Deputy Minister of Health Canada - Greg Orencsak,,,https://www.canada.ca/en/health-canada/corporate/about-health-canada/branches-agencies/deputy-minister.html,https://www.canada.ca/etc/designs/canada/wet-boew/assets/sig-blk-en.svg,https://twitter.com/GovCanHealth,https://www.facebook.com/HealthyCdns,https://www.youtube.com/user/healthcanada,https://www.instagram.com/healthycdns/
FED,Ministry / Department,"Immigration, Refugees and Citizenship Canada","Official site for Immigration, Refugees and Citizenship Canada (IRCC). Find out how to apply to visit, work, study or immigrate to Canada.",,https://www.canada.ca/en/immigration-refugees-citizenship.html,,,,,"The Honourable Lena Metlege Diab, MP",,,https://www.canada.ca/en/government/ministers/lena-metlege-diab.html,https://www.canada.ca/etc/designs/canada/wet-boew/assets/sig-blk-en.svg,https://twitter.com/citimmcanada,https://www.facebook.com/CitCanada,https://www.youtube.com/citimmcanada,https://www.instagram.com/citimmcanada/
FED,Ministry / Department,Indigenous Services Canada,"Indigenous Services Canada (ISC) works collaboratively with partners to improve access to high quality services for First Nations, Inuit and Métis. Our vision is to support and empower Indigenous peoples to independently deliver services and address the socio-economic conditions in their communities.",,https://www.canada.ca/en/indigenous-services-canada.html,,,,,"The Honourable Mandy Gull-Masty, MP",,,https://www.canada.ca/en/government/ministers/mandy-gull-masty.html,https://www.canada.ca/etc/designs/canada/wet-boew/assets/sig-blk-en.svg,https://twitter.com/GCIndigenous,https://www.facebook.com/GCIndigenous,https://www.youtube.com/GCIndigenous,https://www.instagram.com/gcindigenous/
FED,Ministry / Department,"Innovation, Science and Economic Development Canada","Innovation, Science and Economic Development Canada (ISED) works with Canadians in all areas of the economy and in all parts of the country to improve conditions for investment, enhance Canada's innovation performance, increase Canada's share of global trade and build a fair, efficient and competitive marketplace. We are the federal institution that leads the Innovation, Science and Economic Development portfolio .",,https://ised-isde.canada.ca/site/ised/en,,,,,"The Honourable Mélanie Joly, MP",,,https://www.canada.ca/en/government/ministers/melanie-joly.html,https://www.canada.ca/etc/designs/canada/wet-boew/assets/sig-blk-en.svg,,https://www.facebook.com/CanadianInnovation/,https://www.youtube.com/user/IndustryCanadaGC,https://www.instagram.com/cdninnovation/?hl=en
FED,Ministry / Department,Department of Justice Canada,"The Department of Justice has the mandate to support the dual roles of the Minister of Justice and the Attorney General of Canada. The Department also works to ensure the federal government is supported by high-quality legal services, and the justice system is fair, relevant, accessible, and reflective of Canadian values.",,https://www.canada.ca/en/department-justice.html,,,,,The Honourable Sean Fraser,,,,https://www.canada.ca/content/dam/jus/images/fraser.jpg,https://twitter.com/JusticeCanadaEn,https://www.facebook.com/JusticeCanadaEn,https://www.youtube.com/user/JusticeCanadaEn,
FED,Ministry / Department,National Defence,The Department of National Defense and the Canadian Armed Forces advise and support the Minister of National Defense and implement government decisions regarding the defense of Canadian interests at home and abroad.,,https://www.canada.ca/en/department-national-defence.html,,,,,"The Honourable David J. McGuinty, MP",,,https://www.canada.ca/en/government/ministers/david-mcguinty.html,https://www.canada.ca/etc/designs/canada/wet-boew/assets/sig-blk-en.svg,https://twitter.com/NationalDefence,https://www.facebook.com/NationalDefenceGC/,https://www.youtube.com/user/CanadianForcesVideos,https://www.instagram.com/canadianforces/?hl=en
FED,Ministry / Department,Natural Resources Canada,"Ensuring the country’s abundant natural resources are developed sustainably, competitively and inclusively.",,https://natural-resources.canada.ca,,,,,"The Honourable Tim Hodgson, MP",,,https://www.canada.ca/en/government/ministers/tim-hodgson.html,https://www.canada.ca/etc/designs/canada/wet-boew/assets/sig-blk-en.svg,https://twitter.com/NRCan,https://www.facebook.com/EnvironmentandNaturalResourcesinCanada/,http://www.youtube.com/user/NaturalResourcesCa,https://www.instagram.com/simplysciencenrcan/
FED,Ministry / Department,Public Safety Canada,"Public Safety Canada was created in 2003 to ensure coordination across all federal departments and agencies responsible for national security and the safety of Canadians. Our mandate is to keep Canadians safe from a range of risks such as natural disasters, crime and terrorism.",,https://www.publicsafety.gc.ca/index-en.aspx,,,,,The Honourable Gary Anandasangaree Minister,,,https://www.canada.ca/en/government/ministers/gary-anandasangaree.html,,,,,
FED,Ministry / Department,Public Services and Procurement Canada,"Public Services and Procurement Canada (PSPC) supports federal departments and agencies in their daily operations as their central purchasing agent, real property manager, treasurer, accountant, pay and pension administrator, integrity advisor, common service provider and linguistic authority.",,https://www.canada.ca/en/public-services-procurement.html,,,,,"The Honourable Joël Lightbound, MP",,,https://www.canada.ca/en/government/ministers/joel-lightbound.html,https://www.canada.ca/etc/designs/canada/wet-boew/assets/sig-blk-en.svg,,https://www.facebook.com/PSPC.SPAC/,https://www.youtube.com/user/PWGSCanada,https://www.instagram.com/pspc_spac/
FED,Ministry / Department,Transport Canada,"On April 15, 2025, the Superior Court of Quebec approved the Bouchard class action settlement agreement. Eligible class members have until October 24, 2025, to submit a claim for damages caused by the Phoenix pay system.",,https://tc.canada.ca/en,,,,,The Honourable Chrystia Freeland,,,,,,https://www.facebook.com/TransportCanada/,http://www.youtube.com/TransportCanada,https://www.instagram.com/TransportCanada
FED,Ministry / Department,Veterans Affairs Canada,"The VAC Assistance Service can provide you with psychological support. It is available 24 hours a day, 365 days a year. The service is for Veterans, former RCMP members, their families, and caregivers and is provided at no cost. You do not need to be a client of VAC to receive services.",,https://www.veterans.gc.ca/en,,,,,The Honourable Jill Mc,tel:18665222122; tel:18339210071; tel:18002687708; tel:18005675803,,https://www.veterans.gc.ca/en/about-vac/who-we-are/department-officials,https://public.cdn.cloud.veterans.gc.ca/images/about-vac/who-are-we/department-officials/jill-mcknight-190x290-1.jpg,,,,
MB,Crown Corporation,Manitoba Hydro,"In homes and businesses across this province, you can trust us to warm your nights, brighten your days and fuel your vision. When you need us, we’ll be there. Deliveringenergy for life– however you live it.",,https://www.hydro.mb.ca/,,,,Crown Services,,,,,,,,,
MB,Crown Corporation,Manitoba Public Insurance,,,https://www.mpi.mb.ca/,204-985-7000,,,Crown Services,,,,,,,,,
MB,Crown Corporation,Manitoba Liquor and Lotteries,We enrich the lives of Manitobans by making the greatest possible contribution to the economic and social well-being of our province.,,https://www.mbll.ca/,,,,Finance,,,,,,,,,
MB,Crown Agency,Manitoba Housing,"Manitoba  Housing provides a wide range of subsidized housing throughout the province of  Manitoba. We partner with other governments, community organizations and private  groups to create safe and affordable housing.",,https://www.gov.mb.ca/housing/,,homelessness@gov.mb.ca,,"Housing, Addictions and Homelessness",,,,,,,,,
MB,Museum,Manitoba Museum,"Immersivegalleries, interactiveexhibits, thrillingshows, and thestoriesyou’ll remember forever.",,https://manitobamuseum.ca/,18163249123,Info@ManitobaMuseum.ca,,"Sport, Culture, Heritage and Tourism",,,,,,,,,
MB,Independent Agency,Manitoba Advocate for Children and Youth,The Manitoba Advocate for Children and Youth (MACY) is here to make sure the voices of young people are heard.,,https://manitobaadvocate.ca/,(204) 988-7440,info@manitobaadvocate.ca,,Families,,,,,,,,,
MB,Independent Agency,Information and Privacy Adjudicator,,,https://ipc.mb.ca/,,,,Justice and Attorney General,,,,,,,,,
MB,Museum / Gallery,Winnipeg Art Gallery,"Join us on the second Sunday of June for free admission to WAG-Qaumajuq and more family fun, thanks to Canada Life!",,https://www.wag.ca/,204.786.6641,inquiries@wag.ca,,"Sport, Culture, Heritage and Tourism",,,,,,,,,
MB,Archives,Archives of Manitoba,"We acknowledge that the Archives of Manitoba is located on  Treaty 1 Territory and that Manitoba is located on the Treaty Territories and  ancestral lands of the Anishinaabeg, Anishininewuk, Dakota Oyate, Denesuline  and Nehethowuk Nations. We acknowledge Manitoba is located on the Homeland of  the Red River Métis. We acknowledge northern Manitoba includes lands that were  and are the ancestral lands of the Inuit.",,https://www.gov.mb.ca/chc/archives/,,archives@gov.mb.ca,,"Sport, Culture, Heritage and Tourism",,,,,,,,,
MB,Independent Agency,Ombudsman Manitoba,"and protecting your access to information, privacy and whistleblowing protection rights",,https://www.ombudsman.mb.ca/,1-800-665-0531,ombudsman@ombudsman.mb.ca,,Justice and Attorney General,,,,,,,,,
MB,Crown Corporation,"Liquor, Gaming and Cannabis Authority of Manitoba","The Liquor, Gaming and Cannabis Authority of Manitoba acknowledges that we provide services on all Treaty Territories in Manitoba and that Manitoba is located on the Treaty Territories and ancestral lands of the Anishinaabeg, Anishininewuk, Dakota Oyate, Denesuline and Nehethowuk Nations.",,https://www.lgcamb.ca/,,,,Finance,,,,,,,,,
MB,Crown Corporation,Manitoba Agricultural Services Corporation,Safeguard your operation with a variety of insurance programs from MASC.,,https://www.masc.mb.ca/,,,,Agriculture,,,,,,,,,
MB,Crown Corporation,Workers Compensation Board of Manitoba,We are returning excess funds to Manitoba employers.Learn more.,,https://www.wcb.mb.ca/,,,,Labour and Immigration,,,,,,,,,
MB,Agency,Legal Aid Manitoba,"We provided a range of poverty law services, including disputes involved housing, government benefits andMental Health Actdetentions.",,https://www.legalaid.mb.ca/,,,,Justice and Attorney General,,,,,,,,,
MB,Commission,Manitoba Human Rights Commission,"The Manitoba Human Rights Commission offices are located on Treaty 1 territories, and serve the people of what is now known as Manitoba. This includes Treaty 1, 2, 3, 4, 5, 6 and 10 territories â the ancestral lands of the Anishinaabeg, Anishininewuk, Dakota Oyate, Denesuline and Nehethowuk Nations, and the homeland of the Red River Metis.  We acknowledge northern Manitoba includes the ancestral lands of the Inuit.",,https://www.manitobahumanrights.ca/,(204) 945-3007,hrc@gov.mb.ca,,Justice and Attorney General,,,,,,,,,
MB,Association,Manitoba Chambers of Commerce,Insightful. Impactful. Influential. Smart policy and strategic advocacy to boost competitiveness and support our community.,,https://mbchamber.mb.ca/,204 948 0100,,,"Economic Development, Investment, Trade and Natural Resources",,,,,,,,,
MB,Crown Corporation,Search Programs and Services,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//residents.gov.mb.ca/,,,,,,,,,,,,,
MB,Crown Corporation,Resident and online services,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//residents.gov.mb.ca/,,,,,,,,,,,,,
MB,Crown Corporation,Forms,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//residents.gov.mb.ca/forms.html,,,,,,,,,,,,,
MB,Crown Corporation,Finding Work,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//residents.gov.mb.ca/findingwork.html,,,,,,,,,,,,,
MB,Crown Corporation,Publications,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//residents.gov.mb.ca/publications.html,,,,,,,,,,,,,
MB,Crown Corporation,Online Services,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//residents.gov.mb.ca/onlineservices.html,,,,,,,,,,,,,
MB,Crown Corporation,Mobile Applications,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//residents.gov.mb.ca/apps/,,,,,,,,,,,,,
MB,Crown Corporation,Business,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/business/,,,,,,,,,,,,,
MB,Crown Corporation,Social Media Directory,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//residents.gov.mb.ca/socialmedia/,,,,,,,,,,,,,
MB,Crown Corporation,Search for Business Information,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/business/,,,,,,,,,,,,,
MB,Crown Agency,Manitoba Film & Music,MFM's monthly look at what is happening in Manitoba's film and music industries,,https://mbfilmmusic.ca/,1 (204) 947-2040,info@mbfilmmusic.ca,,"Economic Development, Investment, Trade and Natural Resources",,,,,,,,,
MB,Crown Corporation,Starting a Business,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/business/startingsmart/,,,,,,,,,,,,,
MB,Crown Corporation,Business Research,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/business/businessresearch/,,,,,,,,,,,,,
MB,Crown Corporation,Financing a Business,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/business/financing/,,,,,,,,,,,,,
MB,Crown Corporation,"Registration, Legal and Licencing","The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/business/registration/,,,,,,,,,,,,,
MB,Crown Corporation,Doing Business with Government,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/business/doingbusiness/,,,,,,,,,,,,,
MB,Crown Corporation,Entrepreneurship Manitoba,"We register information about corporations and business names. The public may   search the registry to obtain information (for example, who is doing business   under the trade name, where the business is located, and to get a list of   officers and directors).When individuals want to incorporate or register their trade name, we review   the proposed names to make sure that they aren't confusingly similar to ones   already on our record. Then our office will incorporate the company or register   the business name.Finally, we are also responsible for the appointments and renewals of   Commissioner for Oaths and Notary Publics.Hours of OperationThe Companies Office hours are: Monday through Friday, from 8:30 a.m. to 4:30   p.m. (Central Time).Activities...Business NamesChange of Name (BUSINESS)Commissioner for Oaths and Notary Public AppointmentsCompany NamesCorporations NamesIncorporation (of a business)Limited PartnershipSearches: Business Names, Corporations, Trade Namestop of page",,https://companiesoffice.gov.mb.ca/,204-945-2500,,,,,,,,,,,,
MB,Crown Corporation,BizPaS,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/business/bizpas/,,,,,,,,,,,,,
MB,Crown Corporation,BizPaL,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//bizpalmanitoba.ca/,,,,,,,,,,,,,
MB,Crown Corporation,Premier,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/minister/premier/,,,,,,,,,,,,,
MB,Crown Corporation,Government,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/government/,,,,,,,,,,,,,
MB,Crown Corporation,Cabinet Ministers,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/minister/,,,,,,,,,,,,,
MB,Crown Corporation,"Agencies, Boards and Commissions","The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/government/abc/,,,,,,,,,,,,,
MB,Crown Corporation,Proactive Disclosure,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/government/proactive_disclosure.html,,,,,,,,,,,,,
MB,Crown Corporation,Legislative Assembly,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.gov.mb.ca/legislature/,,,,,,,,,,,,,
MB,Crown Corporation,Communities around Manitoba,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//residents.gov.mb.ca/communities.html,,,,,,,,,,,,,
MB,Crown Corporation,Manitoba Courts,"The Manitoba Courts have issued an updated Electronic Devices policy effective November 12, 2025.",,https://www.manitobacourts.mb.ca/,,,,,,,,,,,,,
MB,Crown Corporation,Manitoba Laws,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//web2.gov.mb.ca/laws/index.php,,,,,,,,,,,,,
MB,Crown Corporation,Visitors,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.travelmanitoba.com/,,,,,,,,,,,,,
MB,Crown Corporation,Places to Go,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.travelmanitoba.com/places-to-go/,,,,,,,,,,,,,
MB,Crown Corporation,Where to Stay,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.travelmanitoba.com/where-to-stay/,,,,,,,,,,,,,
MB,Crown Corporation,Things to do,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.travelmanitoba.com/things-to-do/,,,,,,,,,,,,,
MB,Crown Corporation,Trip Essentials,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.travelmanitoba.com/trip-essentials/,,,,,,,,,,,,,
MB,Crown Corporation,Visitor Information Center,"The page or link you attempted to access is either outdated, inaccurate or not accessible.Return toManitoba.ca;ContactManitoba Government Inquiry.",,https://www.gov.mb.ca//www.travelmanitoba.com/trip-essentials/visitor-information-centres/,,,,,,,,,,,,,
